bedtime,wakeup_time,bedtime_minutes,wakeup_minutes,sleep_duration,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood,sleep_interruptions,sleep_quality
22:25,05:53,1345,353,7.17,None,29,23,5,Happy,No,Good
01:00,06:03,60,363,4.58,Low,6,139,3,Happy,No,Average
23:13,07:17,1393,437,7.77,None,19,96,5,Happy,No,Average
01:37,09:19,97,559,7.82,Moderate,59,32,6,Sad,No,Good
00:02,09:58,2,598,10.24,Low,10,37,4,Neutral,No,Good
22:47,05:38,1367,338,6.18,Low,30,9,2,Happy,No,Good
00:06,06:26,6,386,5.68,Low,26,130,5,Neutral,No,Poor
00:28,09:06,28,546,8.54,Low,6,45,4,Happy,No,Good
00:14,07:50,14,470,8.08,High,19,83,1,Happy,No,Average
01:35,05:21,95,321,3.18,None,7,88,3,Happy,No,Average
00:58,06:58,58,418,5.85,Moderate,42,88,6,Neutral,No,Poor
01:18,07:02,78,422,5.47,None,19,33,4,Neutral,No,Average
00:26,06:06,26,366,5.94,None,11,60,4,Neutral,Yes,Poor
22:59,05:14,1379,314,6.12,High,43,72,7,Happy,No,Average
01:19,05:11,79,311,4.34,None,33,41,6,Happy,No,Average
22:55,07:34,1375,454,8.14,Low,66,42,4,Anxious,No,Good
00:33,05:05,33,305,4.44,Low,21,49,5,Neutral,No,Average
23:53,07:54,1433,474,7.65,Moderate,2,62,4,Happy,No,Average
22:50,08:33,1370,513,9.78,Low,16,139,6,Sad,Yes,Average
00:56,05:36,56,336,4.59,Low,40,50,6,Neutral,Yes,Average
22:15,05:27,1335,327,7.19,None,64,1,0,Neutral,No,Good
23:26,08:44,1406,524,8.9,Low,44,33,5,Neutral,No,Good
23:30,07:13,1410,433,7.94,Low,31,10,4,Happy,Yes,Good
23:31,05:27,1411,327,5.2,None,32,32,4,Sad,No,Average
00:21,07:47,21,467,7.29,None,7,43,6,Happy,No,Good
00:05,08:45,5,525,8.45,Low,42,8,2,Happy,No,Good
23:19,08:55,1399,535,9.67,Low,70,144,5,Sad,No,Good
22:17,06:27,1337,387,8.13,None,20,126,6,Sad,Yes,Average
22:15,07:22,1335,442,9.59,Low,41,69,5,Happy,No,Good
22:08,06:56,1328,416,8.3,High,3,60,3,Neutral,Yes,Average
23:42,09:55,1422,595,9.42,Moderate,25,51,3,Happy,Yes,Average
00:01,08:39,1,519,8.57,Low,6,154,2,Sad,No,Good
22:58,07:23,1378,443,8.66,Moderate,57,22,5,Neutral,No,Good
22:48,07:23,1368,443,8.07,None,29,109,3,Sad,No,Good
01:24,05:06,84,306,3.94,None,38,67,2,Neutral,No,Average
22:25,06:54,1345,414,8.8,None,25,59,4,Happy,No,Good
23:42,08:41,1422,521,9.14,Moderate,30,68,4,Neutral,No,Average
01:56,06:43,116,403,4.54,None,28,86,6,Neutral,No,Poor
00:44,08:06,44,486,7.53,Moderate,43,101,6,Neutral,Yes,Average
22:23,06:55,1343,415,8.84,Moderate,6,113,7,Happy,No,Average
22:46,08:08,1366,488,9.51,Low,4,2,0,Sad,No,Good
00:32,05:37,32,337,5.35,Low,14,113,4,Neutral,No,Poor
01:08,09:04,68,544,8.24,None,35,87,2,Sad,No,Good
01:11,05:15,71,315,4.64,Low,18,94,10,Happy,Yes,Poor
00:36,09:10,36,550,8.54,High,5,50,0,Neutral,No,Good
22:27,06:45,1347,405,8.33,Moderate,18,25,0,Neutral,No,Good
23:18,07:25,1398,445,8.33,High,38,59,2,Neutral,Yes,Good
22:51,09:44,1371,584,10.95,None,62,11,3,Sad,No,Good
01:35,06:04,95,364,4.07,Low,7,40,5,Sad,No,Average
00:25,09:06,25,546,9.42,High,41,10,6,Happy,No,Good
23:53,08:17,1433,497,8.5,None,69,63,3,Happy,No,Good
01:15,08:25,75,505,6.62,Low,33,34,2,Neutral,No,Good
22:31,07:08,1351,428,8.43,None,1,29,3,Happy,No,Good
01:04,06:08,64,368,5.1,None,16,57,4,Sad,No,Average
23:18,06:06,1398,366,6.6,High,59,84,4,Happy,No,Average
23:42,05:09,1422,309,5.33,Moderate,2,11,3,Happy,No,Average
00:49,08:23,49,503,8.27,Low,17,86,7,Happy,No,Average
01:18,05:12,78,312,4.11,None,2,4,6,Happy,No,Average
00:50,06:56,50,416,5.81,None,16,46,2,Happy,Yes,Average
23:56,06:33,1436,393,6.73,Low,9,66,6,Neutral,No,Average
01:59,08:31,119,511,6.57,Low,11,119,6,Happy,No,Average
22:14,09:06,1334,546,10.99,Low,34,74,4,Neutral,No,Good
01:13,09:57,73,597,8.21,Low,58,13,5,Anxious,No,Good
23:57,09:22,1437,562,9.68,None,20,42,7,Happy,No,Good
00:23,08:19,23,499,7.94,Low,44,23,1,Happy,No,Good
22:44,08:31,1364,511,9.67,Moderate,34,152,4,Happy,No,Average
22:25,07:28,1345,448,9.06,Moderate,0,68,5,Sad,No,Average
23:39,06:17,1419,377,6.76,Low,51,42,2,Sad,No,Good
22:50,06:10,1370,370,8.31,None,64,5,6,Sad,No,Good
22:08,09:30,1328,570,11.1,Low,11,94,5,Sad,Yes,Average
00:04,05:34,4,334,4.95,Low,62,66,4,Sad,No,Average
23:42,05:03,1422,303,5.39,Moderate,8,69,6,Happy,No,Poor
23:13,09:21,1393,561,10.11,Low,23,185,0,Neutral,No,Good
01:31,06:51,91,411,5.83,Low,10,82,1,Happy,Yes,Poor
01:35,07:14,95,434,5.79,Moderate,19,100,4,Happy,No,Poor
23:59,08:19,1439,499,7.95,Low,16,16,0,Sad,No,Good
23:35,09:57,1415,597,10.09,Moderate,32,26,6,Happy,No,Good
01:45,06:23,105,383,4.98,Low,5,1,2,Happy,No,Average
00:17,07:56,17,476,7.94,Moderate,51,10,2,Sad,No,Good
23:04,07:19,1384,439,7.47,Low,29,20,5,Happy,Yes,Average
00:02,08:05,2,485,7.74,None,27,79,3,Neutral,Yes,Average
23:27,08:23,1407,503,9.03,Moderate,4,108,4,Neutral,Yes,Poor
23:16,07:48,1396,468,8.25,None,34,74,2,Happy,No,Good
23:04,05:10,1384,310,6.51,High,33,21,3,Neutral,Yes,Average
01:24,07:30,84,450,6.13,High,39,81,1,Happy,No,Average
23:08,09:03,1388,543,9.84,None,20,68,5,Neutral,Yes,Average
23:07,08:00,1387,480,9.08,Moderate,46,100,4,Happy,No,Average
22:03,09:51,1323,591,11.57,Moderate,36,112,4,Happy,Yes,Average
23:02,07:00,1382,420,8.18,Low,2,165,2,Happy,No,Good
01:53,05:00,113,300,3.26,Low,4,65,3,Sad,No,Average
22:48,09:53,1368,593,10.96,Low,30,132,2,Neutral,Yes,Good
00:56,06:19,56,379,6.09,Low,37,52,5,Neutral,No,Good
23:52,06:53,1432,413,7.21,None,24,125,4,Sad,No,Average
01:26,07:30,86,450,6.17,Low,41,117,4,Happy,No,Average
23:01,05:18,1381,318,5.73,None,41,51,1,Sad,No,Good
23:41,07:07,1421,427,7.21,None,54,36,5,Neutral,No,Good
00:45,07:50,45,470,7.2,Low,29,35,6,Anxious,Yes,Average
01:34,08:01,94,481,5.85,Low,42,76,4,Sad,No,Average
01:56,09:36,116,576,6.89,Moderate,16,50,4,Sad,No,Average
23:56,06:26,1436,386,6.95,High,60,95,8,Neutral,Yes,Poor
23:12,05:16,1392,316,5.98,Low,10,94,5,Happy,No,Poor
00:32,08:16,32,496,7.6,None,26,33,3,Neutral,No,Good
22:29,08:22,1349,502,9.52,Low,65,42,7,Neutral,No,Good
23:15,07:27,1395,447,8.01,Low,11,68,8,Neutral,Yes,Average
22:26,08:39,1346,519,10.61,Low,9,131,4,Neutral,Yes,Average
01:57,08:19,117,499,5.92,Moderate,1,57,5,Happy,No,Poor
00:29,07:38,29,458,7.27,None,26,33,1,Neutral,No,Good
00:57,09:57,57,597,8.37,Low,23,117,6,Neutral,No,Average
23:58,07:41,1438,461,7.62,Moderate,42,38,1,Happy,Yes,Good
23:06,06:32,1386,392,7.59,Low,8,40,3,Happy,No,Good
23:08,08:38,1388,518,9.12,Moderate,24,111,0,Sad,No,Average
22:55,06:47,1375,407,7.51,Moderate,26,32,3,Neutral,Yes,Average
23:16,07:59,1396,479,8.4,Moderate,2,51,5,Anxious,Yes,Average
23:42,05:38,1422,338,6.24,Low,92,5,0,Neutral,No,Good
23:59,05:04,1439,304,5.7,None,74,79,3,Neutral,No,Average
23:09,09:56,1389,596,10.82,None,8,157,0,Happy,No,Good
23:09,06:30,1389,390,7.03,Moderate,5,161,4,Sad,No,Average
23:53,08:58,1433,538,9.03,None,16,59,6,Happy,No,Good
00:02,07:55,2,475,7.75,Low,81,74,5,Neutral,No,Good
00:27,09:39,27,579,8.84,Low,56,45,1,Sad,No,Good
01:16,08:45,76,525,7.56,Low,47,65,4,Neutral,No,Good
23:03,05:28,1383,328,6.7,Moderate,53,126,7,Happy,No,Average
23:42,09:40,1422,580,10.43,None,60,77,4,Sad,Yes,Average
23:53,06:15,1433,375,6.87,Low,26,111,5,Sad,No,Average
01:55,05:25,115,325,3.16,Low,32,35,0,Happy,No,Good
00:45,06:29,45,389,4.89,Moderate,7,42,5,Neutral,No,Poor
22:20,08:19,1340,499,10.14,Low,8,64,5,Happy,No,Average
23:57,05:36,1437,336,6.16,Moderate,14,123,5,Happy,No,Poor
23:30,08:35,1410,515,9.15,Low,42,99,5,Neutral,No,Good
22:57,05:24,1377,324,6.68,None,63,47,4,Happy,No,Good
22:57,05:52,1377,352,7.35,Moderate,18,97,1,Anxious,No,Average
01:41,06:44,101,404,5.5,None,9,58,1,Anxious,No,Average
01:21,05:34,81,334,4.28,Low,34,105,6,Neutral,Yes,Poor
23:08,06:14,1388,374,6.73,Low,3,19,5,Anxious,No,Average
22:25,07:40,1345,460,9.18,High,46,56,2,Happy,No,Good
22:53,05:35,1373,335,7.32,None,21,77,2,Happy,No,Good
00:43,06:07,43,367,5.58,Low,59,117,1,Happy,No,Average
23:19,08:07,1399,487,9.29,High,36,85,2,Neutral,Yes,Average
23:38,05:01,1418,301,5.39,High,68,8,1,Happy,No,Average
23:45,05:31,1425,331,5.19,Low,44,53,4,Anxious,No,Average
01:25,07:22,85,442,6.15,Low,20,32,4,Happy,No,Average
01:05,09:14,65,554,8.55,None,9,64,4,Neutral,Yes,Average
22:44,07:16,1364,436,8.52,Low,46,26,3,Happy,No,Good
22:02,06:07,1322,367,7.56,High,22,31,6,Happy,No,Average
23:03,05:30,1383,330,6.71,Low,25,119,6,Happy,No,Average
01:48,09:45,108,585,8.21,Low,14,59,4,Sad,No,Good
22:42,08:07,1362,487,9.76,Low,70,125,2,Happy,No,Good
22:21,08:00,1341,480,9.4,Moderate,13,63,0,Happy,Yes,Average
22:19,09:40,1339,580,11.19,None,38,67,2,Neutral,No,Good
00:36,07:46,36,466,7.69,Moderate,40,2,3,Neutral,No,Good
23:56,07:56,1436,476,7.38,Moderate,15,157,1,Neutral,No,Average
22:38,07:33,1358,453,8.67,Low,25,99,7,Happy,No,Average
01:05,06:09,65,369,5.27,Low,34,88,4,Happy,Yes,Poor
01:32,08:52,92,532,7.52,None,7,118,4,Anxious,Yes,Average
22:34,08:49,1354,529,10.12,Moderate,63,11,3,Happy,Yes,Good
23:06,07:18,1386,438,8.71,High,16,61,2,Happy,No,Average
22:23,06:38,1343,398,8.3,Moderate,39,110,4,Happy,No,Average
22:01,07:31,1321,451,9.64,None,36,85,7,Happy,No,Good
23:29,09:53,1409,593,10.73,Low,26,89,4,Sad,Yes,Average
00:47,09:03,47,543,8.9,None,16,84,4,Happy,Yes,Average
23:08,06:38,1388,398,7.05,High,13,16,4,Neutral,No,Average
01:51,06:44,111,404,4.66,High,56,74,5,Sad,No,Poor
22:24,07:00,1344,420,8.88,None,3,83,5,Happy,Yes,Average
23:15,06:33,1395,393,7.66,Low,13,85,5,Anxious,No,Average
01:35,06:43,95,403,5.01,Low,8,64,6,Sad,No,Poor
01:43,09:13,103,553,7.52,None,20,33,5,Neutral,No,Good
22:14,09:51,1334,591,11.42,Low,47,90,1,Happy,No,Good
01:46,05:28,106,328,3.0,Low,36,92,4,Neutral,No,Average
22:18,08:00,1338,480,8.44,Low,36,74,1,Neutral,No,Good
01:38,06:59,98,419,4.6,None,25,15,3,Neutral,No,Average
23:19,05:06,1399,306,5.54,Low,11,42,4,Happy,No,Average
01:35,09:42,95,582,8.09,Moderate,46,57,3,Sad,No,Good
22:00,06:40,1320,400,8.72,None,21,80,3,Sad,No,Good
01:42,09:44,102,584,8.29,Low,25,94,4,Neutral,No,Average
22:25,07:16,1345,436,8.9,None,31,134,2,Happy,No,Good
01:26,05:28,86,328,3.71,None,31,50,2,Anxious,No,Good
23:29,08:13,1409,493,8.63,Low,88,48,4,Neutral,No,Good
23:17,06:14,1397,374,7.01,Moderate,40,36,2,Happy,No,Good
22:03,05:08,1323,308,6.91,Low,20,33,2,Happy,Yes,Average
01:25,06:06,85,366,4.24,Low,54,63,8,Neutral,No,Average
00:21,07:37,21,457,7.57,Low,54,128,2,Happy,Yes,Good
22:56,07:35,1376,455,8.81,Low,54,39,4,Sad,No,Good
23:57,08:56,1437,536,8.78,High,22,34,9,Happy,No,Average
22:06,07:06,1326,426,9.52,Low,20,62,0,Neutral,No,Good
23:47,08:42,1427,522,9.0,None,4,31,7,Happy,No,Good
00:26,05:57,26,357,4.62,None,30,66,2,Sad,No,Average
22:26,06:43,1346,403,8.0,None,36,89,8,Happy,No,Good
00:55,09:17,55,557,7.61,High,22,119,6,Neutral,Yes,Poor
01:55,08:02,115,482,6.56,Low,33,118,4,Happy,No,Average
22:39,09:47,1359,587,11.56,High,56,3,4,Neutral,Yes,Average
01:00,06:23,60,383,5.22,Low,7,132,4,Happy,No,Poor
00:44,08:38,44,518,8.05,Moderate,37,148,4,Happy,No,Average
23:52,08:24,1432,504,9.34,None,34,179,0,Happy,No,Good
23:52,08:52,1432,532,9.04,None,30,95,10,Happy,No,Good
23:43,05:55,1423,355,6.35,Low,37,24,6,Sad,Yes,Average
01:40,08:44,100,524,7.32,Low,16,89,4,Anxious,No,Average
23:58,09:51,1438,591,10.74,Low,43,119,3,Anxious,No,Good
22:22,08:43,1342,523,10.4,Low,52,169,3,Neutral,No,Good
22:36,06:58,1356,418,8.11,Low,50,113,0,Neutral,Yes,Good
23:52,06:03,1432,363,6.12,Moderate,37,0,2,Neutral,Yes,Average
23:29,09:59,1409,599,10.19,None,47,42,5,Sad,No,Good
01:55,06:55,115,415,5.05,High,24,21,6,Neutral,No,Poor
01:54,08:03,114,483,5.86,Low,2,136,6,Happy,No,Poor
23:17,05:38,1397,338,6.46,Low,79,32,4,Happy,No,Good
22:22,05:45,1342,345,7.2,Moderate,48,6,8,Sad,No,Good
23:01,07:56,1381,476,9.01,Moderate,59,72,4,Sad,Yes,Average
23:40,07:24,1420,444,7.55,None,17,186,4,Anxious,No,Average
22:38,07:56,1358,476,8.76,Moderate,26,30,1,Neutral,Yes,Average
22:54,05:24,1374,324,6.28,High,34,62,1,Neutral,No,Average
23:22,08:48,1402,528,9.81,Low,41,89,3,Sad,Yes,Good
23:14,05:33,1394,333,5.95,Moderate,19,112,4,Anxious,Yes,Poor
23:00,05:25,1380,325,6.78,Low,24,54,6,Neutral,No,Average
23:52,07:44,1432,464,7.51,High,56,120,6,Sad,No,Average
23:40,05:51,1420,351,5.97,None,13,91,3,Neutral,No,Average
22:01,09:19,1321,559,11.55,Low,2,32,4,Happy,Yes,Average
00:28,05:45,28,345,5.38,Low,35,112,0,Sad,Yes,Average
23:18,06:25,1398,385,7.08,Low,14,57,5,Neutral,No,Good
01:58,06:54,118,414,4.82,Low,45,43,3,Anxious,No,Good
00:56,05:56,56,356,4.55,Low,14,89,4,Happy,No,Poor
00:57,05:21,57,321,4.33,Low,73,28,2,Neutral,No,Good
01:46,06:45,106,405,4.81,Low,19,140,4,Anxious,Yes,Poor
01:03,07:31,63,451,7.35,Low,7,144,2,Happy,No,Good
01:17,05:55,77,355,4.12,Moderate,37,93,3,Happy,No,Average
01:45,05:42,105,342,4.05,None,1,90,1,Neutral,No,Average
00:27,06:00,27,360,5.72,Low,13,83,3,Sad,No,Average
22:23,08:27,1343,507,9.5,Low,48,165,5,Happy,Yes,Average
22:42,05:28,1362,328,6.01,Low,46,6,5,Sad,No,Good
22:55,09:12,1375,552,10.61,Low,52,25,7,Happy,No,Good
22:48,07:08,1368,428,8.5,Low,49,10,5,Neutral,No,Good
00:05,08:58,5,538,8.81,Moderate,5,155,1,Happy,No,Average
01:08,07:40,68,460,6.73,None,29,51,5,Sad,No,Average
23:27,08:13,1407,493,8.53,Moderate,16,108,5,Sad,Yes,Poor
00:16,08:07,16,487,7.72,Low,0,76,3,Neutral,No,Good
22:36,09:46,1356,586,11.14,Low,41,180,5,Happy,No,Good
23:24,05:27,1404,327,6.53,None,3,72,7,Neutral,No,Average
00:27,07:17,27,437,6.16,Low,57,19,3,Happy,No,Good
22:14,09:00,1334,540,10.57,None,76,117,5,Sad,Yes,Average
01:20,05:09,80,309,3.13,None,61,112,5,Neutral,No,Average
23:39,05:53,1419,353,6.4,Moderate,48,101,2,Anxious,No,Average
22:49,05:14,1369,314,6.59,High,30,40,2,Neutral,No,Good
22:19,09:36,1339,576,11.93,Moderate,21,68,3,Neutral,No,Average
01:15,06:29,75,389,5.12,Low,0,15,4,Neutral,No,Average
00:32,06:43,32,403,5.98,None,35,72,3,Sad,No,Average
01:13,07:23,73,443,5.86,Low,12,16,6,Happy,No,Average
23:51,08:49,1431,529,9.02,Low,12,92,3,Anxious,Yes,Average
22:37,05:44,1357,344,6.44,Low,60,96,7,Sad,No,Average
00:56,05:30,56,330,3.95,None,2,99,5,Neutral,No,Poor
00:44,07:18,44,438,6.73,Low,44,98,6,Neutral,No,Average
23:33,05:47,1413,347,7.11,None,72,4,6,Happy,No,Good
01:39,09:34,99,574,8.35,None,13,38,6,Sad,No,Good
01:20,08:44,80,524,7.34,None,46,42,5,Anxious,No,Good
01:28,08:43,88,523,7.18,Low,27,22,3,Neutral,No,Good
22:32,09:45,1352,585,11.34,Low,65,0,1,Neutral,No,Good
01:03,09:08,63,548,7.59,Moderate,69,85,5,Happy,No,Average
22:19,05:32,1339,332,7.22,Low,0,54,2,Happy,Yes,Good
01:29,06:06,89,366,4.53,None,44,5,7,Neutral,No,Average
23:59,09:30,1439,570,9.13,Low,14,103,4,Sad,No,Average
00:35,05:51,35,351,4.95,Low,8,81,6,Neutral,No,Poor
22:43,06:49,1363,409,8.08,Low,19,92,4,Happy,Yes,Average
23:28,06:55,1408,415,8.44,None,45,122,4,Happy,No,Good
22:08,06:57,1328,417,9.11,Low,22,121,3,Happy,No,Good
01:40,07:31,100,451,5.44,Low,14,67,4,Neutral,No,Poor
22:22,06:07,1342,367,7.69,Low,5,56,5,Happy,No,Good
00:34,06:12,34,372,6.51,None,42,116,1,Sad,No,Good
22:37,08:50,1357,530,9.87,None,24,108,5,Neutral,No,Average
22:51,06:40,1371,400,7.92,Low,19,111,4,Neutral,No,Average
22:15,09:37,1335,577,10.81,High,21,28,2,Neutral,No,Good
22:56,09:24,1376,564,10.75,Low,59,31,4,Neutral,No,Good
23:35,09:21,1415,561,9.49,Low,0,96,6,Neutral,No,Average
00:05,09:30,5,570,9.03,Moderate,55,84,4,Neutral,No,Average
01:06,08:17,66,497,7.09,High,17,113,3,Happy,Yes,Average
01:57,06:21,117,381,4.77,None,6,129,3,Sad,No,Average
01:42,06:50,102,410,4.98,Low,49,99,4,Happy,No,Average
22:14,05:07,1334,307,7.1,Low,7,47,5,Neutral,No,Good
01:30,09:46,90,586,8.44,High,39,84,5,Neutral,No,Average
23:29,09:39,1409,579,10.2,Low,58,98,0,Happy,No,Good
22:09,08:06,1329,486,9.42,Low,39,102,7,Anxious,No,Good
23:53,09:39,1433,579,9.84,None,39,78,5,Anxious,No,Good
01:33,06:13,93,373,4.04,High,13,114,3,Happy,No,Poor
22:36,07:54,1356,474,9.69,Low,14,19,8,Sad,Yes,Average
22:32,05:37,1352,337,7.31,Moderate,31,91,5,Neutral,No,Average
22:00,07:39,1320,459,9.8,Low,34,73,4,Sad,No,Good
23:49,06:00,1429,360,6.36,None,30,85,2,Happy,Yes,Average
23:57,06:19,1437,379,5.74,High,79,70,1,Neutral,No,Average
23:33,05:26,1413,326,6.39,None,34,16,1,Happy,No,Good
23:24,06:19,1404,379,7.07,High,82,139,2,Neutral,No,Good
00:37,08:46,37,526,7.1,Moderate,25,82,4,Neutral,No,Average
01:47,07:26,107,446,5.51,Moderate,24,155,0,Sad,No,Poor
00:45,06:24,45,384,6.5,None,37,93,2,Neutral,No,Good
01:50,08:14,110,494,6.22,Low,11,61,8,Sad,Yes,Poor
22:01,07:57,1321,477,9.59,Moderate,29,56,3,Happy,No,Good
01:25,06:46,85,406,5.36,None,35,4,6,Neutral,No,Average
22:53,09:13,1373,553,9.8,Low,6,153,1,Sad,No,Good
23:21,07:50,1401,470,8.17,None,15,15,5,Neutral,No,Good
01:00,06:55,60,415,5.06,None,57,2,2,Neutral,No,Good
01:42,05:58,102,358,4.45,Low,12,76,2,Happy,No,Average
01:38,07:55,98,475,6.79,Low,9,76,0,Happy,No,Average
01:52,05:28,112,328,3.77,Low,17,53,3,Anxious,No,Average
00:23,05:54,23,354,5.86,Low,1,6,4,Neutral,Yes,Poor
01:35,06:13,95,373,4.47,None,30,61,4,Happy,No,Average
00:20,08:44,20,524,8.49,High,40,99,3,Happy,No,Good
23:36,06:52,1416,412,7.13,Low,2,68,2,Anxious,No,Good
22:53,07:40,1373,460,8.69,Moderate,5,20,4,Neutral,No,Average
23:17,08:45,1397,525,8.93,Low,85,42,4,Happy,No,Good
01:22,06:24,82,384,5.05,Low,0,38,4,Anxious,No,Average
23:09,05:16,1389,316,5.76,Moderate,50,72,4,Neutral,No,Poor
22:07,08:42,1327,522,10.62,Low,40,14,1,Happy,No,Good
22:10,05:31,1330,331,7.96,None,7,66,5,Sad,No,Average
23:03,08:09,1383,489,9.82,Moderate,65,18,6,Neutral,No,Good
01:27,07:04,87,424,5.79,None,31,84,6,Sad,No,Average
23:22,07:15,1402,435,7.94,None,51,68,6,Happy,No,Good
22:37,07:14,1357,434,7.88,Moderate,49,55,6,Happy,No,Good
23:15,07:24,1395,444,8.13,None,8,124,2,Happy,No,Good
22:28,05:38,1348,338,7.54,Low,32,107,4,Anxious,No,Good
01:02,07:07,62,427,6.15,Low,28,7,6,Happy,Yes,Average
00:50,07:15,50,435,6.81,Moderate,50,46,8,Neutral,No,Average
01:35,06:08,95,368,3.95,Low,22,118,3,Happy,Yes,Poor
01:29,07:33,89,453,6.24,Low,48,73,4,Happy,No,Average
22:14,08:51,1334,531,10.94,Low,40,4,5,Sad,No,Good
22:02,09:51,1322,591,12.16,Low,35,105,2,Happy,No,Good
23:26,09:29,1406,569,10.5,Low,29,48,3,Happy,No,Good
23:34,07:44,1414,464,7.62,None,9,34,4,Neutral,No,Good
00:39,05:21,39,321,4.96,None,72,28,7,Happy,Yes,Average
00:16,06:34,16,394,6.37,None,35,30,4,Neutral,No,Good
01:37,08:42,97,522,6.59,Low,43,23,6,Happy,No,Good
01:52,09:14,112,554,6.63,Moderate,18,87,3,Sad,No,Average
22:14,07:55,1334,475,9.45,Moderate,59,134,2,Happy,No,Good
23:01,05:28,1381,328,5.86,High,49,97,2,Neutral,No,Average
00:52,07:20,52,440,6.64,Low,4,104,2,Sad,No,Average
22:20,09:16,1340,556,10.11,High,13,92,4,Happy,No,Average
01:17,09:13,77,553,8.07,Low,0,117,4,Sad,No,Average
01:50,08:44,110,524,5.9,Low,14,134,6,Happy,No,Poor
22:17,08:45,1337,525,10.86,Low,47,36,1,Sad,No,Good
22:00,08:48,1320,528,10.17,None,9,28,5,Neutral,Yes,Average
22:50,07:23,1370,443,8.48,Low,31,122,4,Neutral,No,Good
01:54,06:46,114,406,4.18,None,12,33,7,Neutral,No,Average
23:53,07:25,1433,445,8.08,Moderate,55,19,1,Neutral,No,Good
22:25,05:16,1345,316,7.29,Low,43,23,7,Anxious,No,Good
23:01,09:00,1381,540,10.45,Low,59,58,4,Happy,Yes,Good
01:53,06:36,113,396,5.19,Moderate,8,74,3,Neutral,No,Poor
01:54,08:03,114,483,6.01,None,11,78,4,Neutral,No,Average
00:39,05:50,39,350,5.07,None,5,21,4,Happy,No,Average
01:34,06:48,94,408,4.87,Low,32,29,2,Happy,Yes,Average
00:52,07:37,52,457,6.69,None,62,71,3,Sad,Yes,Average
01:27,06:34,87,394,5.07,None,20,97,4,Neutral,No,Poor
01:40,07:37,100,457,5.71,None,33,49,3,Happy,No,Good
22:06,05:48,1326,348,7.77,Moderate,7,92,5,Happy,No,Average
00:17,09:28,17,568,8.79,Moderate,66,82,6,Happy,No,Average
22:01,07:57,1321,477,9.7,None,52,55,5,Neutral,No,Good
00:33,09:08,33,548,8.25,Moderate,26,73,3,Happy,No,Average
00:20,08:47,20,527,8.45,Moderate,88,33,6,Neutral,Yes,Average
00:27,05:28,27,328,5.29,None,22,17,7,Sad,Yes,Poor
22:20,06:21,1340,381,8.16,Low,28,27,5,Sad,No,Good
01:12,06:15,72,375,5.09,Low,45,1,3,Neutral,No,Good
22:22,07:59,1342,479,8.69,High,46,32,3,Happy,No,Good
23:05,07:04,1385,424,7.49,Low,6,72,7,Anxious,Yes,Average
22:16,09:24,1336,564,11.34,Low,31,104,3,Happy,No,Good
23:55,09:13,1435,553,9.27,Low,34,51,6,Sad,No,Good
22:51,08:54,1371,534,10.37,Low,28,85,5,Neutral,No,Average
01:01,05:41,61,341,4.07,Low,73,14,6,Happy,No,Average
22:17,06:24,1337,384,8.05,Low,48,24,5,Neutral,No,Good
00:12,09:12,12,552,9.03,Low,43,78,3,Neutral,No,Good
23:52,08:10,1432,490,8.49,Low,49,2,4,Happy,No,Good
23:38,05:33,1418,333,5.6,Moderate,11,28,0,Neutral,No,Average
01:02,06:07,62,367,4.81,None,46,73,3,Happy,No,Average
00:17,09:27,17,567,9.31,High,15,52,5,Sad,No,Average
22:36,08:29,1356,509,9.45,Low,0,109,3,Happy,No,Good
22:17,07:44,1337,464,9.79,Low,1,17,3,Happy,No,Good
00:44,09:11,44,551,8.46,None,37,68,3,Happy,No,Good
01:37,08:46,97,526,7.36,Moderate,31,74,0,Happy,No,Good
23:35,09:47,1415,587,10.27,None,59,3,3,Neutral,No,Good
22:36,09:50,1356,590,11.55,Moderate,74,123,5,Happy,No,Average
22:57,07:19,1377,439,8.48,Low,10,44,4,Neutral,No,Good
01:30,08:03,90,483,5.93,None,5,41,6,Neutral,Yes,Poor
01:23,06:00,83,360,4.79,Low,44,83,7,Happy,Yes,Poor
23:42,06:45,1422,405,7.64,None,4,34,2,Neutral,No,Good
00:49,06:21,49,381,5.91,High,25,92,3,Neutral,No,Poor
23:56,07:31,1436,451,7.55,Low,23,44,7,Sad,No,Good
23:11,05:16,1391,316,6.53,Moderate,2,71,5,Sad,Yes,Poor
23:47,06:11,1427,371,6.81,Moderate,18,9,4,Happy,No,Average
01:00,07:36,60,456,6.55,None,56,82,3,Sad,No,Good
01:33,06:04,93,364,5.41,Low,23,36,9,Happy,No,Average
00:31,08:46,31,526,7.89,Low,12,66,4,Neutral,No,Average
23:16,09:40,1396,580,10.92,Moderate,29,33,6,Happy,Yes,Average
23:08,07:49,1388,469,8.77,Low,36,72,3,Happy,No,Good
01:15,09:02,75,542,7.67,None,47,25,7,Neutral,No,Good
22:25,06:50,1345,410,8.79,Low,29,27,1,Happy,No,Good
01:31,08:58,91,538,7.35,None,25,23,5,Neutral,No,Good
00:21,07:15,21,435,6.38,Low,36,99,5,Anxious,No,Average
22:57,06:27,1377,387,7.54,High,37,46,5,Sad,Yes,Average
01:41,08:50,101,530,7.14,High,36,84,5,Sad,No,Average
